timestamp,pod,cores
1757890387,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0010475367422087061
1757890400,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0010418006778293585
1757890414,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0012248689614323776
1757890429,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.00150459638836555
1757890445,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.001680806700925577
1757890460,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.002064273786483671
1757890475,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.002441225009601235
1757890490,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0026570772454443466
1757890505,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.002879206580414259
1757890519,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.003316454737190028
1757890534,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0037299481238157036
1757890549,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.004057050227257656
1757890564,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.004302121497915661
1757890578,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.004541207453174132
1757890593,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005016750578214021
1757890608,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005358222440979478
1757890622,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0053702036443896385
1757890637,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0057039468132980865
1757890652,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005718209929505204
1757890666,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005719677241231897
1757890681,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005903965989581111
1757890696,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0059877539896864545
1757890710,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0059739483304472405
1757890725,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005797807848546239
1757890740,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005955142640676775
1757890755,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005846462264983355
1757890769,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005858709925541989
1757890785,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005880418489503845
1757890799,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005629856606922809
1757890815,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005756868681295928
1757890830,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.00545213491796368
1757890845,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005636711278931865
1757890860,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005917519648894152
1757890874,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005844364010611684
1757890889,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005548623663417955
1757890904,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005587732919962981
1757890919,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005874021813469631
1757890933,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005897349783113908
1757890948,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005922724371990486
1757890962,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005996564092882758
1757890977,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.00599506001131405
1757890992,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.00591597606469542
1757891006,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005957520414434983
1757891021,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005709476992272203
1757891035,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005993761075910959
1757891050,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.006000616601917532
1757891065,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.006033599507924822
1757891079,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005666533749861174
1757891094,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.006059322355768409
1757891109,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005753597422015122
1757891123,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005896469629081528
1757891138,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005602933298306684
1757891153,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.00580405348905272
1757891167,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005898510765158614
1757891182,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005657011471403997
1757891197,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.00603958411580732
1757891212,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.006019000582689209
1757891226,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.006016962575576271
1757891241,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005710422737833264
1757891255,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.005989066795597069
1757891270,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.0056560381708238875
1757891285,onlineboutique-payment-4c4eb2be-e919a0e4-86887775fb-cxl6t,0.006047053405996528
