timestamp,cores
1757890387,0.0033611552757806095
1757890400,0.0041345560101196535
1757890414,0.0054685991812757715
1757890429,0.005568216710745962
1757890445,0.008442357559055973
1757890460,0.00926731897946865
1757890475,0.010587147054080428
1757890490,0.012014284127435906
1757890505,0.01352261358683239
1757890519,0.01488915762462575
1757890534,0.015016594748635837
1757890549,0.017471354981334387
1757890564,0.01780782711725115
1757890578,0.0202254399310219
1757890593,0.021788444594813612
1757890608,0.02232824405686007
1757890622,0.023613415158503747
1757890637,0.024343053856638534
1757890652,0.023418141803500023
1757890666,0.02428924479554155
1757890681,0.02419462698810259
1757890696,0.025487134540200573
1757890710,0.024391207168623925
1757890725,0.024982210567224238
1757890740,0.02485757766582702
1757890755,0.024259211744147455
1757890769,0.024396284594696227
1757890785,0.024804085307850415
1757890799,0.024672427787934156
1757890815,0.024507087715719102
1757890830,0.02496048247071033
1757890845,0.024767281687475058
1757890860,0.025128052281577266
1757890874,0.024990253026445673
1757890889,0.024104083035768532
1757890904,0.02382947891681495
1757890919,0.02481624509905979
1757890933,0.025423417260096993
1757890948,0.025271928563665443
1757890962,0.0255381254759009
1757890977,0.025399601563415565
1757890992,0.024136590732323805
1757891006,0.024937021750065454
1757891021,0.026261059447792032
1757891035,0.026458313308860868
1757891050,0.02654006320072725
1757891065,0.026516785831833537
1757891079,0.025615114599349082
1757891094,0.025534969260200123
1757891109,0.02593710910103182
1757891123,0.023468346111111107
1757891138,0.026088680902263985
1757891153,0.025604386960244446
1757891167,0.02563452036061952
1757891182,0.02408570162946404
1757891197,0.025675874045562437
1757891212,0.024030815806344107
1757891226,0.025411694244804727
1757891241,0.024392937870053488
1757891255,0.026013748684846565
1757891270,0.025010563156127662
1757891285,0.026015394352825332
