Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757890391,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757890392,20,,Aggregated,0.000000,0.000000,95,140,160,180,240,250,260,260,260,260,260,41,0,95,122.2485341458218,30.066299994359724,256.2858999881428,9608.024390243903
1757890393,60,,Aggregated,0.000000,0.000000,99,140,200,220,240,250,260,260,260,260,260,81,0,99,127.47559382743346,6.002900001476519,260.05490000534337,9785.074074074075
1757890394,80,,Aggregated,0.000000,0.000000,95,120,200,220,240,250,260,260,270,270,270,124,0,95,122.29503870994742,4.803400006494485,273.2201000035275,9651.975806451614
1757890395,100,,Aggregated,41.000000,0.000000,99,130,200,230,250,270,290,300,300,300,300,176,0,98,123.51618409097269,4.803400006494485,299.66949998924974,9628.84090909091
1757890396,120,,Aggregated,40.500000,0.000000,100,140,200,230,250,280,300,320,350,350,350,241,0,100.0,126.02204937760523,4.803400006494485,354.94580000522546,10111.585062240663
1757890397,140,,Aggregated,44.000000,0.000000,110,140,190,220,260,290,310,320,350,350,350,304,0,110.0,126.96502467085674,4.803400006494485,354.94580000522546,10359.013157894737
1757890398,160,,Aggregated,48.200000,0.000000,100,140,180,200,250,280,300,320,350,350,350,382,0,99,119.68561256524872,4.404499995871447,354.94580000522546,10593.452879581151
1757890399,180,,Aggregated,50.333333,0.000000,99,130,180,200,250,280,310,320,350,350,350,450,0,99,118.66806933320024,4.404499995871447,354.94580000522546,10663.695555555556
1757890400,200,,Aggregated,54.285714,0.000000,98,140,180,200,250,280,320,330,390,390,390,536,0,98,118.20879664191492,4.404499995871447,387.27920000383165,10706.151119402984
1757890401,200,,Aggregated,55.875000,0.000000,98,140,170,190,250,280,320,330,390,390,390,615,0,98,116.99685544725337,4.404499995871447,387.27920000383165,10732.453658536586
1757890402,200,,Aggregated,59.111111,0.000000,90,130,160,180,240,280,310,330,390,390,390,671,0,90,110.32173487341487,4.404499995871447,387.27920000383165,10633.432190760059
1757890403,200,,Aggregated,61.100000,0.000000,83,120,150,180,240,270,300,320,390,390,390,730,0,82,104.5139743836257,4.404499995871447,387.27920000383165,10791.531506849315
1757890404,200,,Aggregated,62.500000,0.000000,75,110,140,160,230,270,300,320,390,390,390,788,0,75,99.64017436560347,4.404499995871447,387.27920000383165,10857.597715736041
1757890405,200,,Aggregated,64.400000,0.000000,70,110,140,160,230,270,300,320,390,390,390,839,0,70,95.74643671053673,4.404499995871447,387.27920000383165,10811.274135876043
1757890406,200,,Aggregated,65.800000,0.000000,62,99,130,150,220,270,300,320,390,390,390,901,0,62,91.51714938970156,4.404499995871447,387.27920000383165,10825.249722530521
1757890407,200,,Aggregated,66.000000,0.000000,58,92,120,140,220,260,300,320,390,390,390,957,0,58,87.88612424247266,4.404499995871447,387.27920000383165,10885.545454545454
1757890408,200,,Aggregated,65.100000,0.000000,52,89,120,140,210,260,300,320,390,390,390,1013,0,52,84.8499323791139,4.404499995871447,387.27920000383165,11114.334649555774
1757890409,200,,Aggregated,64.900000,0.000000,48,83,110,130,200,250,300,320,390,390,390,1082,0,48,81.52143706107034,4.404499995871447,387.27920000383165,11076.901109057302
1757890410,200,,Aggregated,62.800000,0.000000,46,80,110,130,200,250,300,320,390,390,390,1134,0,46,79.0462369489415,4.404499995871447,387.27920000383165,11054.488536155202
1757890411,200,,Aggregated,62.800000,0.000000,44,76,100,120,190,250,290,320,390,390,390,1197,0,44,76.77842832086105,4.404499995871447,387.27920000383165,11083.684210526315
1757890412,200,,Aggregated,59.400000,0.000000,42,71,96,120,190,250,290,320,390,390,390,1262,0,42,74.28247464343643,4.404499995871447,387.27920000383165,11096.824881141047
1757890413,200,,Aggregated,58.300000,0.000000,41,66,92,110,180,240,290,310,390,390,390,1323,0,41,72.19506772486477,4.404499995871447,387.27920000383165,11139.222222222223
1757890414,200,,Aggregated,59.300000,0.000000,39,62,89,110,180,240,280,310,390,390,390,1385,0,39,70.20144129962289,4.404499995871447,387.27920000383165,11132.3321299639
1757890415,200,,Aggregated,59.200000,0.000000,39,61,86,110,180,240,280,300,390,390,390,1447,0,39,69.0304577056179,4.404499995871447,387.27920000383165,11266.426399447131
1757890416,200,,Aggregated,59.200000,0.000000,39,59,83,100,170,240,280,300,390,390,390,1497,0,39,67.81505798265346,4.404499995871447,387.27920000383165,11371.673346693387
1757890417,200,,Aggregated,60.300000,0.000000,39,59,81,98,170,230,280,300,390,390,390,1560,0,39,66.89118032055633,4.404499995871447,387.27920000383165,11379.577564102565
1757890418,200,,Aggregated,60.000000,0.000000,39,58,79,95,160,230,280,300,390,390,390,1615,0,39,65.90248235297172,4.404499995871447,387.27920000383165,11343.800619195046
1757890419,200,,Aggregated,60.300000,0.000000,39,55,76,91,160,230,280,300,390,390,390,1671,0,39,64.90899688812225,4.404499995871447,387.27920000383165,11381.816876122082
1757890420,200,,Aggregated,60.300000,0.000000,38,54,74,89,160,230,280,300,390,390,390,1730,0,38,63.8214058382117,4.404499995871447,387.27920000383165,11374.587283236995
1757890421,200,,Aggregated,59.200000,0.000000,38,52,72,87,150,220,280,300,390,390,390,1794,0,38,62.675620289879575,4.404499995871447,387.27920000383165,11315.260869565218
