timestamp,cores
1757890387,0.0035365964968445875
1757890400,0.003561336542571253
1757890414,0.00410928827604164
1757890429,0.006155776963764895
1757890445,0.008057006181024472
1757890460,0.008304968908811829
1757890475,0.010383931761981754
1757890490,0.012085368253142922
1757890505,0.013549823521996697
1757890519,0.014915243469084419
1757890534,0.01627890265474129
1757890549,0.017887549073584304
1757890564,0.01932299318433545
1757890578,0.0200443811238914
1757890593,0.021201182531100815
1757890608,0.023586217710293296
1757890622,0.02442157175736257
1757890637,0.025444070173508915
1757890652,0.0245888790717353
1757890666,0.025046655330664528
1757890681,0.02749914549559401
1757890696,0.026640281859737498
1757890710,0.027519639310788484
1757890725,0.027583758439609904
1757890740,0.025238664705882284
1757890755,0.027623257293243067
1757890769,0.0261078755404234
1757890785,0.02780611540392766
1757890799,0.026793770591563997
1757890815,0.02677410101776129
1757890830,0.027755467224991427
1757890845,0.026957458154833164
1757890860,0.027108808027288007
1757890874,0.028183558055159846
1757890889,0.027983401594408937
1757890904,0.02800003996497617
1757890919,0.026502338035431297
1757890933,0.028152797240487235
1757890948,0.027484510888002328
1757890962,0.028360563506910776
1757890977,0.028167927657420228
1757890992,0.02820763932863274
1757891006,0.02820149481226979
1757891021,0.028120029252469075
1757891035,0.02823560052774627
1757891050,0.027944665010572425
1757891065,0.028169759459712694
1757891079,0.026456978687435184
1757891094,0.028228386400060517
1757891109,0.026968109787567623
1757891123,0.027258543587818578
1757891138,0.028203336297350105
1757891153,0.028162089537521036
1757891167,0.027226297405120795
1757891182,0.028343325694695696
1757891197,0.028198965508297792
1757891212,0.028199912365633146
1757891226,0.027957912797369134
1757891241,0.02796744057550609
1757891255,0.028037018611728907
1757891270,0.028118223614409053
1757891285,0.028141275893157805
